icd_code,icd_version,diagnosis_title,diagnosis_key
S42496K,10,"Other nondisplaced fracture of lower end of unspecified humerus, subsequent encounter for fracture with nonunion",10-S42496K
S49119K,10,"Salter-Harris Type I physeal fracture of lower end of humerus, unspecified arm, subsequent encounter for fracture with nonunion",10-S49119K
S52319D,10,"Greenstick fracture of shaft of radius, unspecified arm, subsequent encounter for fracture with routine healing",10-S52319D
S562,10,"Injury of other flexor muscle, fascia and tendon at forearm level",10-S562
S59292P,10,"Other physeal fracture of lower end of radius, left arm, subsequent encounter for fracture with malunion",10-S59292P
S6010XD,10,"Contusion of unspecified finger with damage to nail, subsequent encounter",10-S6010XD
S60341,10,External constriction of right thumb,10-S60341
S60464D,10,"Insect bite (nonvenomous) of right ring finger, subsequent encounter",10-S60464D
S61359D,10,"Open bite of unspecified finger with damage to nail, subsequent encounter",10-S61359D
S62300P,10,"Unspecified fracture of second metacarpal bone, right hand, subsequent encounter for fracture with malunion",10-S62300P
S62511A,10,"Displaced fracture of proximal phalanx of right thumb, initial encounter for closed fracture",10-S62511A
S63270A,10,"Dislocation of unspecified interphalangeal joint of right index finger, initial encounter",10-S63270A
S63401A,10,"Traumatic rupture of unspecified ligament of left index finger at metacarpophalangeal and interphalangeal joint, initial encounter",10-S63401A
S63429S,10,"Traumatic rupture of palmar ligament of unspecified finger at metacarpophalangeal and interphalangeal joint, sequela",10-S63429S
S63591S,10,"Other specified sprain of right wrist, sequela",10-S63591S
S71121S,10,"Laceration with foreign body, right thigh, sequela",10-S71121S
S72141N,10,"Displaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10-S72141N
S72309D,10,"Unspecified fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing",10-S72309D
S72334D,10,"Nondisplaced oblique fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing",10-S72334D
S72392B,10,"Other fracture of shaft of left femur, initial encounter for open fracture type I or II",10-S72392B
S72456K,10,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion",10-S72456K
S8201,10,Osteochondral fracture of patella,10-S8201
S82426A,10,"Nondisplaced transverse fracture of shaft of unspecified fibula, initial encounter for closed fracture",10-S82426A
S82435D,10,"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing",10-S82435D
S82831R,10,"Other fracture of upper and lower end of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S82831R
S89212,10,Salter-Harris Type I physeal fracture of upper end of left fibula,10-S89212
S8982XD,10,"Other specified injuries of left lower leg, subsequent encounter",10-S8982XD
S90466S,10,"Insect bite (nonvenomous), unspecified lesser toe(s), sequela",10-S90466S
S92041,10,Displaced other fracture of tuberosity of right calcaneus,10-S92041
S98912S,10,"Complete traumatic amputation of left foot, level unspecified, sequela",10-S98912S
S99919S,10,"Unspecified injury of unspecified ankle, sequela",10-S99919S
T20611D,10,"Corrosion of second degree of right ear [any part, except ear drum], subsequent encounter",10-T20611D
T22162S,10,"Burn of first degree of left scapular region, sequela",10-T22162S
T23171,10,Burn of first degree of right wrist,10-T23171
T2631XA,10,"Burns of other specified parts of right eye and adnexa, initial encounter",10-T2631XA
T3691,10,"Poisoning by unspecified systemic antibiotic, accidental (unintentional)",10-T3691
T370X1S,10,"Poisoning by sulfonamides, accidental (unintentional), sequela",10-T370X1S
T434X6D,10,"Underdosing of butyrophenone and thiothixene neuroleptics, subsequent encounter",10-T434X6D
T486X5D,10,"Adverse effect of antiasthmatics, subsequent encounter",10-T486X5D
T494X4S,10,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, undetermined, sequela",10-T494X4S
T518X4D,10,"Toxic effect of other alcohols, undetermined, subsequent encounter",10-T518X4D
T5792XS,10,"Toxic effect of unspecified inorganic substance, intentional self-harm, sequela",10-T5792XS
T595X3S,10,"Toxic effect of fluorine gas and hydrogen fluoride, assault, sequela",10-T595X3S
T63454,10,"Toxic effect of venom of hornets, undetermined",10-T63454
T656X3S,10,"Toxic effect of paints and dyes, not elsewhere classified, assault, sequela",10-T656X3S
T7662XD,10,"Child forced labor exploitation, suspected, subsequent encounter",10-T7662XD
T82213A,10,"Leakage of coronary artery bypass graft, initial encounter",10-T82213A
T8485,10,"Stenosis due to internal orthopedic prosthetic devices, implants and grafts",10-T8485
T85618D,10,"Breakdown (mechanical) of other specified internal prosthetic devices, implants and grafts, subsequent encounter",10-T85618D
T85622S,10,"Displacement of permanent sutures, sequela",10-T85622S
V00282A,10,"Pedestrian on other gliding-type pedestrian conveyance colliding with stationary object, initial encounter",10-V00282A
V00381S,10,"Fall from other flat-bottomed pedestrian conveyance, sequela",10-V00381S
V0111XD,10,"Pedestrian on roller-skates injured in collision with pedal cycle in traffic accident, subsequent encounter",10-V0111XD
V0921XD,10,"Pedestrian injured in traffic accident involving military vehicle, subsequent encounter",10-V0921XD
V22,10,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle,10-V22
V349XXD,10,"Unspecified occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter",10-V349XXD
V3900XA,10,"Driver of three-wheeled motor vehicle injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter",10-V3900XA
V4393XD,10,"Unspecified car occupant injured in collision with pick-up truck in traffic accident, subsequent encounter",10-V4393XD
V5950XS,10,"Passenger in pick-up truck or van injured in collision with unspecified motor vehicles in traffic accident, sequela",10-V5950XS
V813XXS,10,"Occupant of railway train or railway vehicle injured in collision with other object, sequela",10-V813XXS
V823,10,Occupant of streetcar injured in collision with other object,10-V823
W16722,10,Jumping or diving from boat striking bottom causing other injury,10-W16722
W171XXS,10,"Fall into storm drain or manhole, sequela",10-W171XXS
W2211XD,10,"Striking against or struck by driver side automobile airbag, subsequent encounter",10-W2211XD
W860XXS,10,"Exposure to domestic wiring and appliances, sequela",10-W860XXS
W898XXS,10,"Exposure to other man-made visible and ultraviolet light, sequela",10-W898XXS
Y01XXXA,10,"Assault by pushing from high place, initial encounter",10-Y01XXXA
Y36131A,10,"War operations involving destruction of aircraft due to onboard fire, civilian, initial encounter",10-Y36131A
Y37500A,10,"Military operations involving unspecified effect of nuclear weapon, military personnel, initial encounter",10-Y37500A
Z20818,10,Contact with and (suspected) exposure to other bacterial communicable diseases,10-Z20818
Z45321,10,Encounter for adjustment and management of cochlear device,10-Z45321
Z461,10,Encounter for fitting and adjustment of hearing aid,10-Z461
B389,10,"Coccidioidomycosis, unspecified",10-B389
C342,10,"Malignant neoplasm of middle lobe, bronchus or lung",10-C342
D4621,10,Refractory anemia with excess of blasts 1,10-D4621
D5741,10,Sickle-cell thalassemia with crisis,10-D5741
D690,10,Allergic purpura,10-D690
F1123,10,Opioid dependence with withdrawal,10-F1123
G44201,10,"Tension-type headache, unspecified, intractable",10-G44201
G891,10,"Acute pain, not elsewhere classified",10-G891
H401491,10,"Capsular glaucoma with pseudoexfoliation of lens, unspecified eye, mild stage",10-H401491
I97631,10,Postprocedural hematoma of a circulatory system organ or structure following cardiac bypass,10-I97631
K593,10,"Megacolon, not elsewhere classified",10-K593
M1018,10,"Lead-induced gout, vertebrae",10-M1018
M11079,10,"Hydroxyapatite deposition disease, unspecified ankle and foot",10-M11079
M1924,10,"Secondary osteoarthritis, hand",10-M1924
M2531,10,"Other instability, shoulder",10-M2531
M271,10,"Giant cell granuloma, central",10-M271
M4701,10,Anterior spinal artery compression syndromes,10-M4701
M5012,10,"Cervical disc disorder with radiculopathy, mid-cervical region",10-M5012
M84312,10,"Stress fracture, left shoulder",10-M84312
M84539A,10,"Pathological fracture in neoplastic disease, unspecified ulna and radius, initial encounter for fracture",10-M84539A
N733,10,Female acute pelvic peritonitis,10-N733
O3672X3,10,"Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 3",10-O3672X3
O74,10,Complications of anesthesia during labor and delivery,10-O74
P57,10,Kernicterus,10-P57
R150,10,Incomplete defecation,10-R150
R790,10,Abnormal level of blood mineral,10-R790
S060X8A,10,"Concussion with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",10-S060X8A
S06361,10,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 30 minutes or less",10-S06361
S21231S,10,"Puncture wound without foreign body of right back wall of thorax without penetration into thoracic cavity, sequela",10-S21231S
S31839,10,Unspecified open wound of anus,10-S31839
S32008K,10,"Other fracture of unspecified lumbar vertebra, subsequent encounter for fracture with nonunion",10-S32008K
S35514S,10,"Injury of right iliac vein, sequela",10-S35514S
S38231D,10,"Complete traumatic amputation of scrotum and testis, subsequent encounter",10-S38231D
S42421A,10,"Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for closed fracture",10-S42421A
S4992XS,10,"Unspecified injury of left shoulder and upper arm, sequela",10-S4992XS
S5082,10,Blister (nonthermal) of forearm,10-S5082
S52362E,10,"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type I or II with routine healing",10-S52362E
S5341,10,Radiohumeral (joint) sprain,10-S5341
S56501,10,"Unspecified injury of other extensor muscle, fascia and tendon at forearm level, right arm",10-S56501
S60511,10,Abrasion of right hand,10-S60511
S60849A,10,"External constriction of unspecified wrist, initial encounter",10-S60849A
S62033P,10,"Displaced fracture of proximal third of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with malunion",10-S62033P
S62114B,10,"Nondisplaced fracture of triquetrum [cuneiform] bone, right wrist, initial encounter for open fracture",10-S62114B
S62155K,10,"Nondisplaced fracture of hook process of hamate [unciform] bone, left wrist, subsequent encounter for fracture with nonunion",10-S62155K
S6290,10,Unspecified fracture of unspecified wrist and hand,10-S6290
S63072A,10,"Subluxation of distal end of left ulna, initial encounter",10-S63072A
S64493A,10,"Injury of digital nerve of left middle finger, initial encounter",10-S64493A
S66514S,10,"Strain of intrinsic muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",10-S66514S
S66822S,10,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, left hand, sequela",10-S66822S
S72023B,10,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II",10-S72023B
S72126E,10,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",10-S72126E
S72354N,10,"Nondisplaced comminuted fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",10-S72354N
S82001S,10,"Unspecified fracture of right patella, sequela",10-S82001S
S82109P,10,"Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with malunion",10-S82109P
S82144R,10,"Nondisplaced bicondylar fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",10-S82144R
S8224,10,Spiral fracture of shaft of tibia,10-S8224
S82291A,10,"Other fracture of shaft of right tibia, initial encounter for closed fracture",10-S82291A
S82392A,10,"Other fracture of lower end of left tibia, initial encounter for closed fracture",10-S82392A
S82463P,10,"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion",10-S82463P
S83252S,10,"Bucket-handle tear of lateral meniscus, current injury, left knee, sequela",10-S83252S
S86111S,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, sequela",10-S86111S
S89192G,10,"Other physeal fracture of lower end of left tibia, subsequent encounter for fracture with delayed healing",10-S89192G
