diagnosis_key,icd_code,icd_version,diagnosis_title
10-X378XXA,X378XXA,10,"Other cataclysmic storms, initial encounter"
10-Y3752,Y3752,10,Military operations involving indirect blast effect of nuclear weapon
10-A312,A312,10,Disseminated mycobacterium avium-intracellulare complex (DMAC)
10-B528,B528,10,Plasmodium malariae malaria with other complications
10-B96,B96,10,Other bacterial agents as the cause of diseases classified elsewhere
10-C7901,C7901,10,Secondary malignant neoplasm of right kidney and renal pelvis
10-D398,D398,10,Neoplasm of uncertain behavior of other specified female genital organs
10-H11233,H11233,10,"Symblepharon, bilateral"
10-H18619,H18619,10,"Keratoconus, stable, unspecified eye"
10-H4722,H4722,10,Hereditary optic atrophy
10-H5005,H5005,10,Alternating esotropia
10-H6031,H6031,10,Diffuse otitis externa
10-I953,I953,10,Hypotension of hemodialysis
10-I97638,I97638,10,Postprocedural hematoma of a circulatory system organ or structure following other circulatory system procedure
10-K7460,K7460,10,Unspecified cirrhosis of liver
10-L02429,L02429,10,"Furuncle of limb, unspecified"
10-M00031,M00031,10,"Staphylococcal arthritis, right wrist"
10-M0622,M0622,10,"Rheumatoid bursitis, elbow"
10-M08419,M08419,10,"Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder"
10-M12411,M12411,10,"Intermittent hydrarthrosis, right shoulder"
10-M185,M185,10,Other unilateral secondary osteoarthritis of first carpometacarpal joint
10-M1A4391,M1A4391,10,"Other secondary chronic gout, unspecified wrist, with tophus (tophi)"
10-M23004,M23004,10,"Cystic meniscus, unspecified medial meniscus, left knee"
10-M24669,M24669,10,"Ankylosis, unspecified knee"
10-M2543,M2543,10,"Effusion, wrist"
10-M2545,M2545,10,"Effusion, hip"
10-M61429,M61429,10,"Other calcification of muscle, unspecified upper arm"
10-M718,M718,10,Other specified bursopathies
10-M71819,M71819,10,"Other specified bursopathies, unspecified shoulder"
10-M84361K,M84361K,10,"Stress fracture, right tibia, subsequent encounter for fracture with nonunion"
10-M84464G,M84464G,10,"Pathological fracture, left fibula, subsequent encounter for fracture with delayed healing"
10-M84479G,M84479G,10,"Pathological fracture, unspecified toe(s), subsequent encounter for fracture with delayed healing"
10-M84674S,M84674S,10,"Pathological fracture in other disease, right foot, sequela"
10-N758,N758,10,Other diseases of Bartholin's gland
10-N978,N978,10,Female infertility of other origin
10-N9952,N9952,10,Complication of incontinent external stoma of urinary tract
10-O403XX5,O403XX5,10,"Polyhydramnios, third trimester, fetus 5"
10-O91011,O91011,10,"Infection of nipple associated with pregnancy, first trimester"
10-O9953,O9953,10,Diseases of the respiratory system complicating the puerperium
10-P111,P111,10,Other specified brain damage due to birth injury
10-Q187,Q187,10,Microcheilia
10-Q915,Q915,10,"Trisomy 13, mosaicism (mitotic nondisjunction)"
10-S0230XA,S0230XA,10,"Fracture of orbital floor, unspecified side, initial encounter for closed fracture"
10-S060X2,S060X2,10,Concussion with loss of consciousness of 31 minutes to 59 minutes
10-S12001K,S12001K,10,"Unspecified nondisplaced fracture of first cervical vertebra, subsequent encounter for fracture with nonunion"
10-S12650G,S12650G,10,"Other traumatic displaced spondylolisthesis of seventh cervical vertebra, subsequent encounter for fracture with delayed healing"
10-S161XXD,S161XXD,10,"Strain of muscle, fascia and tendon at neck level, subsequent encounter"
10-S20211,S20211,10,Contusion of right front wall of thorax
10-S21419A,S21419A,10,"Laceration without foreign body of unspecified back wall of thorax with penetration into thoracic cavity, initial encounter"
10-S32052,S32052,10,Unstable burst fracture of fifth lumbar vertebra
10-S32609G,S32609G,10,"Unspecified fracture of unspecified ischium, subsequent encounter for fracture with delayed healing"
10-S32612K,S32612K,10,"Displaced avulsion fracture of left ischium, subsequent encounter for fracture with nonunion"
10-S3710XA,S3710XA,10,"Unspecified injury of ureter, initial encounter"
10-S40259S,S40259S,10,"Superficial foreign body of unspecified shoulder, sequela"
10-S42135,S42135,10,"Nondisplaced fracture of coracoid process, left shoulder"
10-S45102D,S45102D,10,"Unspecified injury of brachial artery, left side, subsequent encounter"
10-S49011A,S49011A,10,"Salter-Harris Type I physeal fracture of upper end of humerus, right arm, initial encounter for closed fracture"
10-S5012XD,S5012XD,10,"Contusion of left forearm, subsequent encounter"
10-S52046S,S52046S,10,"Nondisplaced fracture of coronoid process of unspecified ulna, sequela"
10-S52092G,S52092G,10,"Other fracture of upper end of left ulna, subsequent encounter for closed fracture with delayed healing"
10-S52235J,S52235J,10,"Nondisplaced oblique fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
10-S52263S,S52263S,10,"Displaced segmental fracture of shaft of ulna, unspecified arm, sequela"
10-S52334R,S52334R,10,"Nondisplaced oblique fracture of shaft of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
10-S52532H,S52532H,10,"Colles' fracture of left radius, subsequent encounter for open fracture type I or II with delayed healing"
10-S53026,S53026,10,Posterior dislocation of unspecified radial head
10-S53113,S53113,10,Anterior subluxation of unspecified ulnohumeral joint
10-S59019P,S59019P,10,"Salter-Harris Type I physeal fracture of lower end of ulna, unspecified arm, subsequent encounter for fracture with malunion"
10-S62002A,S62002A,10,"Unspecified fracture of navicular [scaphoid] bone of left wrist, initial encounter for closed fracture"
10-S62012G,S62012G,10,"Displaced fracture of distal pole of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with delayed healing"
10-S62202A,S62202A,10,"Unspecified fracture of first metacarpal bone, left hand, initial encounter for closed fracture"
10-S62331K,S62331K,10,"Displaced fracture of neck of second metacarpal bone, left hand, subsequent encounter for fracture with nonunion"
10-S63263A,S63263A,10,"Dislocation of metacarpophalangeal joint of left middle finger, initial encounter"
10-S65505A,S65505A,10,"Unspecified injury of blood vessel of left ring finger, initial encounter"
10-S66299S,S66299S,10,"Other specified injury of extensor muscle, fascia and tendon of unspecified thumb at wrist and hand level, sequela"
10-S6742XA,S6742XA,10,"Crushing injury of left wrist and hand, initial encounter"
10-S72041H,S72041H,10,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with delayed healing"
10-S72112R,S72112R,10,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
10-S72122,S72122,10,Displaced fracture of lesser trochanter of left femur
10-S72364F,S72364F,10,"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
10-S72424Q,S72424Q,10,"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with malunion"
10-S78019S,S78019S,10,"Complete traumatic amputation at unspecified hip joint, sequela"
10-S82092E,S82092E,10,"Other fracture of left patella, subsequent encounter for open fracture type I or II with routine healing"
10-S82102B,S82102B,10,"Unspecified fracture of upper end of left tibia, initial encounter for open fracture type I or II"
10-S83212,S83212,10,"Bucket-handle tear of medial meniscus, current injury, left knee"
10-S85219A,S85219A,10,"Laceration of peroneal artery, unspecified leg, initial encounter"
10-S86029S,S86029S,10,"Laceration of unspecified Achilles tendon, sequela"
10-S86229A,S86229A,10,"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, unspecified leg, initial encounter"
10-S86892S,S86892S,10,"Other injury of other muscle(s) and tendon(s) at lower leg level, left leg, sequela"
10-S92112A,S92112A,10,"Displaced fracture of neck of left talus, initial encounter for closed fracture"
10-T17820S,T17820S,10,"Food in other parts of respiratory tract causing asphyxiation, sequela"
10-T2105,T2105,10,Burn of unspecified degree of buttock
10-T22031D,T22031D,10,"Burn of unspecified degree of right upper arm, subsequent encounter"
10-T22591D,T22591D,10,"Corrosion of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter"
10-T22769S,T22769S,10,"Corrosion of third degree of unspecified scapular region, sequela"
10-T23221S,T23221S,10,"Burn of second degree of single right finger (nail) except thumb, sequela"
10-T25039D,T25039D,10,"Burn of unspecified degree of unspecified toe(s) (nail), subsequent encounter"
10-T40992,T40992,10,"Poisoning by other psychodysleptics [hallucinogens], intentional self-harm"
10-T500X1S,T500X1S,10,"Poisoning by mineralocorticoids and their antagonists, accidental (unintentional), sequela"
10-T502X6A,T502X6A,10,"Underdosing of carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, initial encounter"
10-T5291XA,T5291XA,10,"Toxic effect of unspecified organic solvent, accidental (unintentional), initial encounter"
10-T540X1S,T540X1S,10,"Toxic effect of phenol and phenol homologues, accidental (unintentional), sequela"
10-T63514,T63514,10,"Toxic effect of contact with stingray, undetermined"
10-T6403XA,T6403XA,10,"Toxic effect of aflatoxin, assault, initial encounter"
10-T71222,T71222,10,"Asphyxiation due to being trapped in a car trunk, intentional self-harm"
10-T792XXS,T792XXS,10,"Traumatic secondary and recurrent hemorrhage and seroma, sequela"
10-T82330,T82330,10,Leakage of aortic (bifurcation) graft (replacement)
10-T83711S,T83711S,10,"Erosion of implanted vaginal mesh to surrounding organ or tissue, sequela"
10-V00228D,V00228D,10,"Other sled accident, subsequent encounter"
10-V193XXD,V193XXD,10,"Pedal cyclist (driver) (passenger) injured in unspecified nontraffic accident, subsequent encounter"
10-V223,V223,10,Person boarding or alighting a motorcycle injured in collision with two- or three-wheeled motor vehicle
10-V333XXS,V333XXS,10,"Unspecified occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in nontraffic accident, sequela"
10-V549XXS,V549XXS,10,"Unspecified occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
10-V5969XD,V5969XD,10,"Unspecified occupant of pick-up truck or van injured in collision with other motor vehicles in traffic accident, subsequent encounter"
10-V735XXA,V735XXA,10,"Driver of bus injured in collision with car, pick-up truck or van in traffic accident, initial encounter"
10-V855XXS,V855XXS,10,"Driver of special construction vehicle injured in nontraffic accident, sequela"
10-V9187,V9187,10,Other injury due to other accident to water-skis
10-W504XXS,W504XXS,10,"Accidental scratch by another person, sequela"
10-Y35022S,Y35022S,10,"Legal intervention involving injury by handgun, bystander injured, sequela"
10-Y3700,Y3700,10,Military operations involving explosion of unspecified marine weapon
10-Y376X0A,Y376X0A,10,"Military operations involving biological weapons, military personnel, initial encounter"
10-Z38,Z38,10,Liveborn infants according to place of birth and type of delivery
10-Z8789,Z8789,10,Personal history of other specified conditions
10-B018,B018,10,Varicella with other complications
10-C44721,C44721,10,"Squamous cell carcinoma of skin of unspecified lower limb, including hip"
10-C811,C811,10,Nodular sclerosis Hodgkin lymphoma
10-C825,C825,10,Diffuse follicle center lymphoma
10-C8358,C8358,10,"Lymphoblastic (diffuse) lymphoma, lymph nodes of multiple sites"
10-F209,F209,10,"Schizophrenia, unspecified"
10-F333,F333,10,"Major depressive disorder, recurrent, severe with psychotic symptoms"
10-H219,H219,10,Unspecified disorder of iris and ciliary body
10-H33059,H33059,10,"Total retinal detachment, unspecified eye"
10-H40033,H40033,10,"Anatomical narrow angle, bilateral"
10-H6189,H6189,10,Other specified disorders of external ear
10-I058,I058,10,Other rheumatic mitral valve diseases
10-I5084,I5084,10,End stage heart failure
10-I69965,I69965,10,"Other paralytic syndrome following unspecified cerebrovascular disease, bilateral"
10-I70734,I70734,10,Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of heel and midfoot
10-I7381,I7381,10,Erythromelalgia
10-I82411,I82411,10,Acute embolism and thrombosis of right femoral vein
10-J013,J013,10,Acute sphenoidal sinusitis
10-L290,L290,10,Pruritus ani
10-L8995,L8995,10,"Pressure ulcer of unspecified site, unstageable"
10-M08929,M08929,10,"Juvenile arthritis, unspecified, unspecified elbow"
10-M120,M120,10,Chronic postrheumatic arthropathy [Jaccoud]
10-M1A4410,M1A4410,10,"Other secondary chronic gout, right hand, without tophus (tophi)"
10-M24319,M24319,10,"Pathological dislocation of unspecified shoulder, not elsewhere classified"
10-M24641,M24641,10,"Ankylosis, right hand"
10-M71022,M71022,10,"Abscess of bursa, left elbow"
10-M86149,M86149,10,"Other acute osteomyelitis, unspecified hand"
10-M8628,M8628,10,"Subacute osteomyelitis, other site"
10-O360113,O360113,10,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 3"
10-O368994,O368994,10,"Maternal care for other specified fetal problems, unspecified trimester, fetus 4"
